month	country	direction	code	category	measure	value	netto	quantity	region	district	meta_year	meta_month
12/2020	GE	ЭК	4418600000	ИЗДЕЛИЯ СТОЛЯРНЫЕ И ПЛОТНИЦКИЕ, ДЕРЕВЯННЫЕ, СТРОИТЕЛЬНЫЕ, ВКЛЮЧАЯ ЯЧЕИСТЫЕ ДЕРЕВЯННЫЕ ПАНЕЛИ, ПАНЕЛИ НАПОЛЬНЫЕ СОБРАННЫЕ, ГОНТ И ДРАНКУ КРОВЕЛЬНЫЕ	1		63407	0	45000	1	2020	12
12/2020	FR	ИМ	3921140000	ПЛИТЫ, ЛИСТЫ, ПЛЕНКА И ПОЛОСЫ ИЛИ ЛЕНТЫ ИЗ ПЛАСТМАСС, ПРОЧИЕ	1		0	0	45000	1	2020	12
12/2020	KZ	ИМ	3906901000	АКРИЛОВЫЕ ПОЛИМЕРЫ В ПЕРВИЧНЫХ ФОРМАХ	1	4760	1500	0	45000	1	2020	12
12/2020	UZ	ИМ	6114200000	ПРЕДМЕТЫ ОДЕЖДЫ ПРОЧИЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ	1		0	0	45000	1	2020	12
12/2020	AE	ЭК	1604320010	ГОТОВАЯ ИЛИ КОНСЕРВИРОВАННАЯ РЫБА; ИКРА ОСЕТРОВЫХ И ЕЕ ЗАМЕНИТЕЛИ, ИЗГОТОВЛЕННЫЕ ИЗ ИКРИНОК РЫБЫ	1		0	0	45000	1	2020	12
12/2020	KZ	ЭК	0207143009	МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ	1		90180	0	45000	1	2020	12
12/2020	KG	ИМ	9023008000	ПРОЧЕЕ	1		0	0	45000	1	2020	12
12/2020	JP	ИМ	9016001000	ПРОЧЕЕ	ШТ		0	174	45000	1	2020	12
12/2020	SE	ИМ	9403901000	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	1		0	0	45000	1	2020	12
12/2020	PL	ИМ	2309105100	ПРОДУКТЫ, ИСПОЛЬЗУЕМЫЕ ДЛЯ КОРМЛЕНИЯ ЖИВОТНЫХ	1		0	0	45000	1	2020	12
12/2020	BY	ЭК	3004100005	ЛЕКАРСТВЕННЫЕ СРЕДСТВА (КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3002, 3005 ИЛИ 3006), СОСТОЯЩИЕ ИЗ СМЕШАННЫХ ИЛИ НЕСМЕШАННЫХ ПРОДУКТОВ, ДЛЯ ИСПОЛЬЗОВАНИЯ В ТЕРАПЕВТИЧЕСКИХ ИЛИ ПРОФИЛАКТИЧЕСКИХ ЦЕЛЯХ, РАСФАСОВАННЫЕ В ВИДЕ ДОЗИРОВАННЫХ ЛЕКАРСТВЕННЫХ ФОРМ (ВКЛЮЧАЯ ЛЕКАРСТВЕННЫЕ СРЕДСТВА В ФОРМЕ ТРАНСДЕРМАЛЬНЫХ СИСТЕМ) ИЛИ В ФОРМЫ  ИЛИ УПАКОВКИ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		0	0	45000	1	2020	12
12/2020	DE	ЭК	2203000100	ПРОЧЕЕ	Л		16909	15678	45000	1	2020	12
12/2020	SN	ЭК	8536419000	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	45000	1	2020	12
12/2020	FR	ЭК	9001504100	ВОЛОКНА ОПТИЧЕСКИЕ И ЖГУТЫ ВОЛОКОННО-ОПТИЧЕСКИЕ; КАБЕЛИ ВОЛОКОННО-ОПТИЧЕСКИЕ, КРОМЕ УКАЗАННЫХ В ТОВАРНОЙ ПОЗИЦИИ 8544; ЛИСТЫ И ПЛАСТИНЫ ИЗ ПОЛЯРИЗАЦИОННОГО МАТЕРИАЛА; ЛИНЗЫ (ВКЛЮЧАЯ КОНТАКТНЫЕ), ПРИЗМЫ, ЗЕРКАЛА И ПРОЧИЕ ОПТИЧЕСКИЕ ЭЛЕМЕНТЫ, ИЗ ЛЮБОГО МАТЕРИАЛА, НЕОПРАВЛЕННЫЕ, КРОМЕ ТАКИХ ЭЛЕМЕНТОВ ИЗ ОПТИЧЕСКИ НЕ ОБРАБОТАННОГО СТЕКЛА	ШТ		0	6	45000	1	2020	12
12/2020	IN	ИМ	9403500009	МЕБЕЛЬ ПРОЧАЯ И ЕЕ ЧАСТИ	ШТ		0	2	45000	1	2020	12
12/2020	DE	ИМ	8536908500	АППАРАТУРА ЭЛЕКТРИЧЕСКАЯ ДЛЯ КОММУТАЦИИ ИЛИ ЗАЩИТЫ ЭЛЕКТРИЧЕСКИХ ЦЕПЕЙ ИЛИ ДЛЯ ПОДСОЕДИНЕНИЙ К ЭЛЕКТРИЧЕСКИМ ЦЕПЯМ ИЛИ В ЭЛЕКТРИЧЕСКИХ ЦЕПЯХ (НАПРИМЕР, ВЫКЛЮЧАТЕЛИ, ПЕРЕКЛЮЧАТЕЛИ, ПРЕРЫВАТЕЛИ, РЕЛЕ, ПЛАВКИЕ ПРЕДОХРАНИТЕЛИ, ГАСИТЕЛИ СКАЧКОВ НАПРЯЖЕНИЯ, ШТЕПСЕЛЬНЫЕ ВИЛКИ И РОЗЕТКИ, ПАТРОНЫ ДЛЯ ЭЛЕКТРОЛАМП И ПРОЧИЕ СОЕДИНИТЕЛИ, СОЕДИНИТЕЛЬНЫЕ КОРОБКИ) НА НАПРЯЖЕНИЕ НЕ БОЛЕЕ 1000 В; СОЕДИНИТЕЛИ ДЛЯ ВОЛОКОН ОПТИЧЕСКИХ, ВОЛОКОННО-ОПТИЧЕСКИХ ЖГУТОВ ИЛИ КАБЕЛЕЙ	1		0	0	45000	1	2020	12
12/2020	CZ	ЭК	8708309909	ЧАСТИ И ПРИНАДЛЕЖНОСТИ МОТОРНЫХ ТРАНСПОРТНЫХ СРЕДСТВ ТОВАРНЫХ ПОЗИЦИЙ 8701 - 8705	1		0	0	45000	1	2020	12
12/2020	MA	ИМ	8501310000	ДВИГАТЕЛИ И ГЕНЕРАТОРЫ ЭЛЕКТРИЧЕСКИЕ (КРОМЕ ЭЛЕКТРОГЕНЕРАТОРНЫХ УСТАНОВОК)	ШТ		0	608	45000	1	2020	12
12/2020	KG	ЭК	8531109500	ЭЛЕКТРООБОРУДОВАНИЕ ЗВУКОВОЕ ИЛИ ВИЗУАЛЬНОЕ СИГНАЛИЗАЦИОННОЕ (НАПРИМЕР, ЗВОНКИ, СИРЕНЫ, ИНДИКАТОРНЫЕ ПАНЕЛИ, УСТРОЙСТВА СИГНАЛИЗАЦИОННЫЕ ОХРАННЫЕ ИЛИ УСТРОЙСТВА ДЛЯ ПОДАЧИ ПОЖАРНОГО СИГНАЛА), КРОМЕ ОБОРУДОВАНИЯ ТОВАРНОЙ ПОЗИЦИИ 8512 ИЛИ 8530	ШТ		0	1	45000	1	2020	12
12/2020	VN	ИМ	8483303209	ВАЛЫ ТРАНСМИССИОННЫЕ (ВКЛЮЧАЯ КУЛАЧКОВЫЕ И КОЛЕНЧАТЫЕ) И КРИВОШИПЫ; КОРПУСА ПОДШИПНИКОВ И ПОДШИПНИКИ СКОЛЬЖЕНИЯ ДЛЯ ВАЛОВ; ШЕСТЕРНИ И ЗУБЧАТЫЕ ПЕРЕДАЧИ; ШАРИКОВЫЕ ИЛИ РОЛИКОВЫЕ ВИНТОВЫЕ ПЕРЕДАЧИ; КОРОБКИ ПЕРЕДАЧ И ДРУГИЕ ВАРИАТОРЫ СКОРОСТИ, ВКЛЮЧАЯ ГИДРОТРАНСФОРМАТОРЫ; МАХОВИКИ И ШКИВЫ, ВКЛЮЧАЯ БЛОКИ ШКИВОВ; МУФТЫ И УСТРОЙСТВА ДЛЯ СОЕДИНЕНИЯ ВАЛОВ (ВКЛЮЧАЯ УНИВЕРСАЛЬНЫЕ ШАРНИРЫ)	ШТ		0	2	45000	1	2020	12
12/2020	BY	ЭК	0603110000	СРЕЗАННЫЕ ЦВЕТЫ И БУТОНЫ, ПРИГОДНЫЕ ДЛЯ СОСТАВЛЕНИЯ БУКЕТОВ ИЛИ ДЛЯ ДЕКОРАТИВНЫХ ЦЕЛЕЙ, СВЕЖИЕ, ЗАСУШЕННЫЕ, ОКРАШЕННЫЕ, ОТБЕЛЕННЫЕ, ПРОПИТАННЫЕ ИЛИ ПОДГОТОВЛЕННЫЕ ДРУГИМИ СПОСОБАМИ	ШТ		0	92040	45000	1	2020	12
12/2020	EG	ЭК	8413910008	НАСОСЫ ЖИДКОСТНЫЕ С РАСХОДОМЕРАМИ ИЛИ БЕЗ НИХ; ПОДЪЕМНИКИ ЖИДКОСТЕЙ	1	546	0	0	45000	1	2020	12
12/2020	GB	ИМ	8483200000	ВАЛЫ ТРАНСМИССИОННЫЕ (ВКЛЮЧАЯ КУЛАЧКОВЫЕ И КОЛЕНЧАТЫЕ) И КРИВОШИПЫ; КОРПУСА ПОДШИПНИКОВ И ПОДШИПНИКИ СКОЛЬЖЕНИЯ ДЛЯ ВАЛОВ; ШЕСТЕРНИ И ЗУБЧАТЫЕ ПЕРЕДАЧИ; ШАРИКОВЫЕ ИЛИ РОЛИКОВЫЕ ВИНТОВЫЕ ПЕРЕДАЧИ; КОРОБКИ ПЕРЕДАЧ И ДРУГИЕ ВАРИАТОРЫ СКОРОСТИ, ВКЛЮЧАЯ ГИДРОТРАНСФОРМАТОРЫ; МАХОВИКИ И ШКИВЫ, ВКЛЮЧАЯ БЛОКИ ШКИВОВ; МУФТЫ И УСТРОЙСТВА ДЛЯ СОЕДИНЕНИЯ ВАЛОВ (ВКЛЮЧАЯ УНИВЕРСАЛЬНЫЕ ШАРНИРЫ)	ШТ		172	22	45000	1	2020	12
12/2020	KZ	ЭК	7419999000	ИЗДЕЛИЯ ИЗ МЕДИ ПРОЧИЕ	1		0	15	45000	1	2020	12
12/2020	FR	ИМ	7312102009	СКРУЧЕННАЯ ПРОВОЛОКА, ТРОСЫ, КАНАТЫ, ПЛЕТЕНЫЕ ШНУРЫ, СТРОПЫ И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ, БЕЗ ЭЛЕКТРИЧЕСКОЙ ИЗОЛЯЦИИ	1		0	0	45000	1	2020	12
12/2020	PL	ИМ	7318169900	ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ	1		0	0	45000	1	2020	12
12/2020	DE	ИМ	7410110000	ФОЛЬГА МЕДНАЯ (БЕЗ ОСНОВЫ ИЛИ НА ОСНОВЕ ИЗ БУМАГИ, КАРТОНА, ПЛАСТМАСС ИЛИ АНАЛОГИЧНЫХ МАТЕРИАЛОВ), ТОЛЩИНОЙ (НЕ СЧИТАЯ ОСНОВЫ) НЕ БОЛЕЕ 0,15 ММ	1		0	0	45000	1	2020	12
12/2020	AM	ИМ	6103420009	КОСТЮМЫ, КОМПЛЕКТЫ, ПИДЖАКИ, БЛАЙЗЕРЫ, БРЮКИ, КОМБИНЕЗОНЫ С НАГРУДНИКАМИ И ЛЯМКАМИ, БРИДЖИ И ШОРТЫ (КРОМЕ КУПАЛЬНЫХ) ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ	ШТ		43	112	45000	1	2020	12
12/2020	UZ	ИМ	6105100000	РУБАШКИ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ, МУЖСКИЕ ИЛИ ДЛЯ МАЛЬЧИКОВ	ШТ		0	331278	45000	1	2020	12
12/2020	UA	ИМ	6810190001	ИЗДЕЛИЯ ИЗ ЦЕМЕНТА, БЕТОНА ИЛИ ИСКУССТВЕННОГО КАМНЯ, НЕАРМИРОВАННЫЕ ИЛИ АРМИРОВАННЫЕ	1		6114	0	45000	1	2020	12
12/2020	NO	ИМ	7415330000	ГВОЗДИ, КНОПКИ, КНОПКИ ЧЕРТЕЖНЫЕ, СКОБЫ (КРОМЕ ОТНОСЯЩИХСЯ К ТОВАРНОЙ ПОЗИЦИИ 8305) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МЕДИ ИЛИ ИЗ ЧЕРНЫХ МЕТАЛЛОВ С МЕДНЫМИ ГОЛОВКАМИ; ВИНТЫ, БОЛТЫ, ГАЙКИ, ГЛУХАРИ, ВВЕРТНЫЕ КРЮКИ, ЗАКЛЕПКИ, ШПОНКИ, ШПЛИНТЫ, ШАЙБЫ (ВКЛЮЧАЯ ПРУЖИННЫЕ) И АНАЛОГИЧНЫЕ ИЗДЕЛИЯ ИЗ МЕДИ	1		0	0	45000	1	2020	12
12/2020	MD	ЭК	7504000009	ПРОЧЕЕ	1		0	0	45000	1	2020	12
12/2020	BG	ИМ	5207100000	ПРЯЖА ХЛОПЧАТОБУМАЖНАЯ (КРОМЕ ШВЕЙНЫХ НИТОК), РАСФАСОВАННАЯ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		34	0	45000	1	2020	12
12/2020	IT	ИМ	7222405000	ПРУТКИ ПРОЧИЕ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ; УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ	1		67	0	45000	1	2020	12
10/2021	KZ	ЭК	8207509000	СМЕННЫЕ РАБОЧИЕ ИНСТРУМЕНТЫ ДЛЯ РУЧНЫХ ИНСТРУМЕНТОВ, С МЕХАНИЧЕСКИМ ПРИВОДОМ ИЛИ БЕЗ НЕГО ИЛИ ДЛЯ СТАНКОВ (НАПРИМЕР, ДЛЯ ПРЕССОВАНИЯ, ШТАМПОВКИ, ВЫРУБКИ, НАРЕЗАНИЯ РЕЗЬБЫ, СВЕРЛЕНИЯ, РАСТАЧИВАНИЯ, ПРОТЯГИВАНИЯ, ФРЕЗЕРОВАНИЯ, ТОКАРНОЙ ОБРАБОТКИ ИЛИ ЗАВИНЧИВАНИЯ), ВКЛЮЧАЯ ФИЛЬЕРЫ ДЛЯ ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ МЕТАЛЛА, ИНСТРУМЕНТЫ ДЛЯ БУРЕНИЯ СКАЛЬНЫХ ПОРОД ИЛИ ГРУНТОВ	1		0	0	3000	3	2021	10
10/2021	RO	ЭК	0201300008	МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ	1	241	23	0	3000	3	2021	10
10/2021	CN	ИМ	3304990000	КОСМЕТИЧЕСКИЕ СРЕДСТВА ИЛИ СРЕДСТВА ДЛЯ МАКИЯЖА И СРЕДСТВА ДЛЯ УХОДА ЗА КОЖЕЙ (КРОМЕ ЛЕКАРСТВЕННЫХ), ВКЛЮЧАЯ СРЕДСТВА ПРОТИВ ЗАГАРА ИЛИ ДЛЯ ЗАГАРА; СРЕДСТВА ДЛЯ МАНИКЮРА ИЛИ ПЕДИКЮРА	1		0	0	5000	7	2021	10
10/2021	KR	ЭК	1103199009	КРУПА, МУКА ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ ЗЕРНА ЗЛАКОВ	1	12000	8000	0	5000	7	2021	10
10/2021	KR	ИМ	1905319900	ХЛЕБ, МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ, ПЕЧЕНЬЕ И ПРОЧИЕ ХЛЕБОБУЛОЧНЫЕ И МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ КАКАО; ВАФЕЛЬНЫЕ ПЛАСТИНЫ, ПУСТЫЕ КАПСУЛЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЯХ, ВАФЕЛЬНЫЕ ОБЛАТКИ ДЛЯ ЗАПЕЧАТЫВАНИЯ, РИСОВАЯ БУМАГА И АНАЛОГИЧНЫЕ ПРОДУКТЫ	1		0	0	5000	7	2021	10
10/2021	CY	ЭК	2303201000	ОСТАТКИ ОТ ПРОИЗВОДСТВА КРАХМАЛА И АНАЛОГИЧНЫЕ ОСТАТКИ, СВЕКЛОВИЧНЫЙ ЖОМ, БАГАССА, ИЛИ ЖОМ САХАРНОГО ТРОСТНИКА, И ПРОЧИЕ ОТХОДЫ ПРОИЗВОДСТВА САХАРА, БАРДА И ПРОЧИЕ ОТХОДЫ ПИВОВАРЕНИЯ ИЛИ ВИНОКУРЕНИЯ, НЕГРАНУЛИРОВАННЫЕ ИЛИ ГРАНУЛИРОВАННЫЕ	1		5230550	0	3000	3	2021	10
10/2021	CN	ИМ	3917320009	ТРУБЫ, ТРУБКИ, ШЛАНГИ И ИХ ФИТИНГИ (НАПРИМЕР, СОЕДИНЕНИЯ, КОЛЕНА, ФЛАНЦЫ), ИЗ ПЛАСТМАСС	1		0	0	5000	7	2021	10
10/2021	CN	ИМ	8424900000	МЕХАНИЧЕСКИЕ УСТРОЙСТВА (С РУЧНЫМ УПРАВЛЕНИЕМ ИЛИ БЕЗ НЕГО) ДЛЯ МЕТАНИЯ, РАЗБРЫЗГИВАНИЯ ИЛИ РАСПЫЛЕНИЯ ЖИДКОСТЕЙ ИЛИ ПОРОШКОВ; ОГНЕТУШИТЕЛИ ЗАРЯЖЕННЫЕ ИЛИ НЕЗАРЯЖЕННЫЕ; ПУЛЬВЕРИЗАТОРЫ И АНАЛОГИЧНЫЕ УСТРОЙСТВА; ПАРОСТРУЙНЫЕ ИЛИ ПЕСКОСТРУЙНЫЕ И АНАЛОГИЧНЫЕ МЕТАТЕЛЬНЫЕ УСТРОЙСТВА	ШТ		0	145469	5000	7	2021	10
10/2021	GR	ИМ	1905906000	ХЛЕБ, МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, ПИРОЖНЫЕ, ПЕЧЕНЬЕ И ПРОЧИЕ ХЛЕБОБУЛОЧНЫЕ И МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ, СОДЕРЖАЩИЕ ИЛИ НЕ СОДЕРЖАЩИЕ КАКАО; ВАФЕЛЬНЫЕ ПЛАСТИНЫ, ПУСТЫЕ КАПСУЛЫ, ПРИГОДНЫЕ ДЛЯ ИСПОЛЬЗОВАНИЯ В ФАРМАЦЕВТИЧЕСКИХ ЦЕЛЯХ, ВАФЕЛЬНЫЕ ОБЛАТКИ ДЛЯ ЗАПЕЧАТЫВАНИЯ, РИСОВАЯ БУМАГА И АНАЛОГИЧНЫЕ ПРОДУКТЫ	1		0	0	3000	3	2021	10
10/2021	KG	ЭК	1806903100	ШОКОЛАД И ПРОЧИЕ ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ, СОДЕРЖАЩИЕ КАКАО	1		864	0	3000	3	2021	10
10/2021	KR	ИМ	3215190000	КРАСКА ПОЛИГРАФИЧЕСКАЯ, ЧЕРНИЛА ИЛИ ТУШЬ ДЛЯ ПИСЬМА ИЛИ РИСОВАНИЯ И ПРОЧИЕ ЧЕРНИЛА, КОНЦЕНТРИРОВАННЫЕ ИЛИ НЕКОНЦЕНТРИРОВАННЫЕ, ТВЕРДЫЕ ИЛИ НЕТВЕРДЫЕ	1		1765	0	5000	7	2021	10
10/2021	TR	ИМ	5407615000	ТКАНИ ИЗ СИНТЕТИЧЕСКИХ КОМПЛЕКСНЫХ НИТЕЙ, ВКЛЮЧАЯ ТКАНИ, ИЗГОТАВЛИВАЕМЫЕ ИЗ МАТЕРИАЛОВ ТОВАРНОЙ ПОЗИЦИИ 5404	М2		0	0	5000	7	2021	10
10/2021	CN	ИМ	8214900000	ИЗДЕЛИЯ РЕЖУЩИЕ ПРОЧИЕ (НАПРИМЕР, МАШИНКИ ДЛЯ СТРИЖКИ ВОЛОС, СПЕЦИАЛЬНЫЕ НОЖИ ДЛЯ МЯСНИКОВ ИЛИ СПЕЦИАЛЬНЫЕ КУХОННЫЕ НОЖИ И СЕЧКИ, НОЖИ ДЛЯ БУМАГИ); МАНИКЮРНЫЕ ИЛИ ПЕДИКЮРНЫЕ НАБОРЫ И ИНСТРУМЕНТЫ (ВКЛЮЧАЯ ПИЛКИ ДЛЯ НОГТЕЙ)	1		0	0	5000	7	2021	10
10/2021	KZ	ЭК	3208909900	КРАСКИ И ЛАКИ (ВКЛЮЧАЯ ЭМАЛИ И ПОЛИТУРЫ) НА ОСНОВЕ СИНТЕТИЧЕСКИХ ПОЛИМЕРОВ ИЛИ ХИМИЧЕСКИ МОДИФИЦИРОВАННЫХ ПРИРОДНЫХ ПОЛИМЕРОВ, ДИСПЕРГИРОВАННЫЕ ИЛИ РАСТВОРЕННЫЕ В НЕВОДНОЙ СРЕДЕ; РАСТВОРЫ, УКАЗАННЫЕ В ПРИМЕЧАНИИ 4 К ДАННОЙ ГРУППЕ	1		0	0	60000	3	2021	10
10/2021	TR	ИМ	6114300000	ПРЕДМЕТЫ ОДЕЖДЫ ПРОЧИЕ ТРИКОТАЖНЫЕ МАШИННОГО ИЛИ РУЧНОГО ВЯЗАНИЯ	1		0	0	60000	3	2021	10
10/2021	JP	ИМ	8502120000	ЭЛЕКТРОГЕНЕРАТОРНЫЕ УСТАНОВКИ И ВРАЩАЮЩИЕСЯ ЭЛЕКТРИЧЕСКИЕ ПРЕОБРАЗОВАТЕЛИ	ШТ	31981	6220	2	5000	7	2021	10
10/2021	TR	ИМ	8207209000	СМЕННЫЕ РАБОЧИЕ ИНСТРУМЕНТЫ ДЛЯ РУЧНЫХ ИНСТРУМЕНТОВ, С МЕХАНИЧЕСКИМ ПРИВОДОМ ИЛИ БЕЗ НЕГО ИЛИ ДЛЯ СТАНКОВ (НАПРИМЕР, ДЛЯ ПРЕССОВАНИЯ, ШТАМПОВКИ, ВЫРУБКИ, НАРЕЗАНИЯ РЕЗЬБЫ, СВЕРЛЕНИЯ, РАСТАЧИВАНИЯ, ПРОТЯГИВАНИЯ, ФРЕЗЕРОВАНИЯ, ТОКАРНОЙ ОБРАБОТКИ ИЛИ ЗАВИНЧИВАНИЯ), ВКЛЮЧАЯ ФИЛЬЕРЫ ДЛЯ ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ МЕТАЛЛА, ИНСТРУМЕНТЫ ДЛЯ БУРЕНИЯ СКАЛЬНЫХ ПОРОД ИЛИ ГРУНТОВ	1		0	0	60000	3	2021	10
10/2021	UA	ЭК	5208290000	ТКАНИ ХЛОПЧАТОБУМАЖНЫЕ, СОДЕРЖАЩИЕ 85 МАС.% ИЛИ БОЛЕЕ ХЛОПКОВЫХ ВОЛОКОН, С ПОВЕРХНОСТНОЙ ПЛОТНОСТЬЮ НЕ БОЛЕЕ 200 Г/М?	М2		355	0	60000	3	2021	10
10/2021	CN	ЭК	0203299009	СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ	1		140	0	5000	7	2021	10
10/2021	OS	ЭК	8418102001	ХОЛОДИЛЬНИКИ, МОРОЗИЛЬНИКИ И ПРОЧЕЕ ХОЛОДИЛЬНОЕ ИЛИ МОРОЗИЛЬНОЕ ОБОРУДОВАНИЕ ЭЛЕКТРИЧЕСКОЕ ИЛИ ДРУГИХ ТИПОВ; ТЕПЛОВЫЕ НАСОСЫ, КРОМЕ УСТАНОВОК ДЛЯ КОНДИЦИОНИРОВАНИЯ ВОЗДУХА ТОВАРНОЙ ПОЗИЦИИ 8415	ШТ		0	29	5000	7	2021	10
10/2021	IN	ИМ	4016995709	ИЗДЕЛИЯ ИЗ ВУЛКАНИЗОВАННОЙ РЕЗИНЫ, КРОМЕ ТВЕРДОЙ РЕЗИНЫ, ПРОЧИЕ	1		0	0	60000	3	2021	10
10/2021	CN	ИМ	7216100000	УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ ИЗ ЖЕЛЕЗА ИЛИ НЕЛЕГИРОВАННОЙ СТАЛИ	1		0	0	5000	7	2021	10
10/2021	UA	ЭК	3004900001	ЛЕКАРСТВЕННЫЕ СРЕДСТВА (КРОМЕ ТОВАРОВ ТОВАРНОЙ ПОЗИЦИИ 3002, 3005 ИЛИ 3006), СОСТОЯЩИЕ ИЗ СМЕШАННЫХ ИЛИ НЕСМЕШАННЫХ ПРОДУКТОВ, ДЛЯ ИСПОЛЬЗОВАНИЯ В ТЕРАПЕВТИЧЕСКИХ ИЛИ ПРОФИЛАКТИЧЕСКИХ ЦЕЛЯХ, РАСФАСОВАННЫЕ В ВИДЕ ДОЗИРОВАННЫХ ЛЕКАРСТВЕННЫХ ФОРМ (ВКЛЮЧАЯ ЛЕКАРСТВЕННЫЕ СРЕДСТВА В ФОРМЕ ТРАНСДЕРМАЛЬНЫХ СИСТЕМ) ИЛИ В ФОРМЫ  ИЛИ УПАКОВКИ ДЛЯ РОЗНИЧНОЙ ПРОДАЖИ	1		0	0	60000	3	2021	10
10/2021	TW	ИМ	8487909000	ЧАСТИ ОБОРУДОВАНИЯ, НЕ ИМЕЮЩИЕ ЭЛЕКТРИЧЕСКИХ СОЕДИНЕНИЙ, ИЗОЛЯТОРОВ, КОНТАКТОВ, КАТУШЕК ИЛИ ДРУГИХ ЭЛЕКТРИЧЕСКИХ ДЕТАЛЕЙ, В ДРУГОМ МЕСТЕ ДАННОЙ ГРУППЫ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ	1		0	0	5000	7	2021	10
10/2021	AM	ЭК	1207999600	СЕМЕНА И ПЛОДЫ ПРОЧИХ МАСЛИЧНЫХ КУЛЬТУР, ДРОБЛЕНЫЕ ИЛИ НЕДРОБЛЕНЫЕ	1		11000	0	60000	3	2021	10
